subdivision,period,Bioenergy,Hydro,Solar,Wind
US-RI,2021-06,0.1829,0.0046,0.6395,0.173
US-SC,2021-06,0.3428,0.1838,0.4735,0
US-SD,2021-06,0.0018,0.4127,0.0002,0.5852
US-TN,2021-06,0.0541,0.9095,0.0345,0.0018
US-TX,2021-06,0.0112,0.0143,0.1732,0.8013
US-UT,2021-06,0.0128,0.0884,0.7597,0.1391
US-VA,2021-06,0.5225,0,0.472,0.0055
US-VT,2021-06,0.2598,0.3309,0.1754,0.2338
US-WA,2021-06,0.0147,0.9013,0.0008,0.0832
US-WI,2021-06,0.2351,0.4205,0.1029,0.2414
US-WV,2021-06,0.0044,0.5446,0,0.451
US-WY,2021-06,0,0.1397,0.0382,0.8221
CA-AB,2021-07,0.4684,0.2553,0.0351,0.2412
CA-BC,2021-07,0.0087,0.9737,0.0001,0.0176
CA-MB,2021-07,0.0003,0.9781,0.0001,0.0215
CA-NB,2021-07,0.1139,0.6586,0,0.2275
CA-NL,2021-07,0.0006,0.9946,0,0.0048
CA-NS,2021-07,0.3341,0.2052,0,0.4606
CA-NT,2021-07,0.1118,0.8231,0.0015,0.0635
CA-NU,2021-07,1,0,0,0
CA-ON,2021-07,0.0273,0.7388,0.0605,0.1734
CA-PE,2021-07,0.0007,0,0.0018,0.9974
CA-QC,2021-07,0.0009,0.9583,0.0001,0.0407
CA-SK,2021-07,0.3766,0.5201,0.0006,0.1027
CA-YT,2021-07,0.0039,0.9961,0,0
US-AK,2021-07,0.018,0.9037,0,0.0783
US-AL,2021-07,0.2279,0.74,0.0321,0
US-AR,2021-07,0.1172,0.7957,0.0871,0
US-AZ,2021-07,0.0131,0.4415,0.4613,0.0841
US-CA,2021-07,0.0636,0.2459,0.4951,0.1955
US-CO,2021-07,0.0092,0.1032,0.1368,0.7508
US-CT,2021-07,0.502,0.3098,0.1846,0.0036
US-DC,2021-07,0.6913,0,0.3087,0
US-DE,2021-07,0.4755,0,0.5073,0.0173
US-FL,2021-07,0.2836,0.0175,0.6989,0
US-GA,2021-07,0.4124,0.2089,0.3787,0
US-HI,2021-07,0.1826,0.0595,0.3296,0.4283
US-IA,2021-07,0.0096,0.0501,0.0154,0.925
US-ID,2021-07,0.0478,0.7632,0.0663,0.1227
US-IL,2021-07,0.0386,0.013,0.0727,0.8757
US-IN,2021-07,0.0867,0.0732,0.1407,0.6993
US-KS,2021-07,0.003,0.0027,0.0051,0.9892
US-KY,2021-07,0.0862,0.9032,0.0105,0
US-LA,2021-07,0.5203,0.4391,0.0407,0
US-MA,2021-07,0.2711,0.1709,0.5158,0.0422
US-MD,2021-07,0.1171,0.5832,0.2152,0.0844
US-ME,2021-07,0.3258,0.3959,0.0299,0.2485
US-MI,2021-07,0.308,0,0.0745,0.6175
US-MN,2021-07,0.1108,0.0524,0.2195,0.6174
US-MO,2021-07,0.0274,0.3587,0.0295,0.5844
US-MS,2021-07,0.7469,0,0.2531,0
US-MT,2021-07,0.0027,0.8287,0.0042,0.1644
US-NC,2021-07,0.085,0.2688,0.6288,0.0173
US-ND,2021-07,0.0001,0.1396,0,0.8603
US-NE,2021-07,0.0115,0.1377,0.0114,0.8393
US-NH,2021-07,0.4159,0.4385,0.0019,0.1437
US-NJ,2021-07,0.2564,0,0.7387,0.0049
US-NM,2021-07,0.0032,0.017,0.2641,0.7156
US-NV,2021-07,0.0046,0.2126,0.7624,0.0204
US-NY,2021-07,0.0597,0.8296,0.04,0.0707
US-OH,2021-07,0.1687,0.1477,0.316,0.3676
US-OK,2021-07,0.0142,0.1486,0.0042,0.8331
US-OR,2021-07,0.027,0.5763,0.0542,0.3425
US-PA,2021-07,0.2954,0.3545,0.044,0.3061
US-RI,2021-07,0.3311,0.0031,0.578,0.0879
US-SC,2021-07,0.3384,0.1904,0.4712,0
US-SD,2021-07,0.0019,0.3963,0.0002,0.6015
US-TN,2021-07,0.0656,0.8939,0.0389,0.0016
US-TX,2021-07,0.0201,0.0171,0.2276,0.7352
US-UT,2021-07,0.0148,0.1026,0.764,0.1185
US-VA,2021-07,0.4855,0,0.5107,0.0038
US-VT,2021-07,0.2591,0.5101,0.1086,0.1222
US-WA,2021-07,0.019,0.8954,0.001,0.0846
US-WI,2021-07,0.261,0.4465,0.1152,0.1773
US-WV,2021-07,0.0038,0.6288,0,0.3674
US-WY,2021-07,0,0.1708,0.0471,0.7821
CA-AB,2021-08,0.4157,0.2117,0.026,0.3466
CA-BC,2021-08,0.0124,0.9602,0.0001,0.0273
CA-MB,2021-08,0.0002,0.9656,0.0002,0.034
CA-NB,2021-08,0.1663,0.5208,0,0.313
CA-NL,2021-08,0.0011,0.9968,0,0.0022
CA-NS,2021-08,0.4195,0.1362,0,0.4443
CA-NT,2021-08,0.128,0.8104,0.0015,0.06
CA-NU,2021-08,1,0,0,0
CA-ON,2021-08,0.0585,0.717,0.0703,0.1542
CA-PE,2021-08,0.001,0,0.0024,0.9966
CA-QC,2021-08,0.0009,0.9625,0.0001,0.0365
CA-SK,2021-08,0.3631,0.5098,0.0005,0.1266
CA-YT,2021-08,0.004,0.996,0,0
US-AK,2021-08,0.0193,0.8973,0,0.0834
US-AL,2021-08,0.2261,0.7435,0.0304,0
US-AR,2021-08,0.1761,0.7131,0.1108,0
US-AZ,2021-08,0.0137,0.4004,0.4902,0.0957
US-CA,2021-08,0.061,0.2254,0.5032,0.2103
US-CO,2021-08,0.0091,0.0993,0.1257,0.7659
US-CT,2021-08,0.5249,0.2527,0.2183,0.004
US-DC,2021-08,0.689,0,0.311,0
US-DE,2021-08,0.5116,0,0.473,0.0153
US-FL,2021-08,0.3049,0.0157,0.6794,0
US-GA,2021-08,0.459,0.1766,0.3645,0
US-HI,2021-08,0.1613,0.062,0.3389,0.4378
US-IA,2021-08,0.0082,0.0323,0.0117,0.9479
US-ID,2021-08,0.0466,0.7046,0.0559,0.1929
US-IL,2021-08,0.0313,0.0132,0.0828,0.8727
US-IN,2021-08,0.0816,0.0786,0.1392,0.7006
US-KS,2021-08,0.0025,0.0009,0.0034,0.9932
US-KY,2021-08,0.0615,0.9284,0.0102,0
US-LA,2021-08,0.6451,0.3017,0.0531,0
US-MA,2021-08,0.2969,0.0804,0.5814,0.0413
US-MD,2021-08,0.12,0.5328,0.2715,0.0757
US-ME,2021-08,0.4343,0.3365,0.0433,0.186
US-MI,2021-08,0.3584,0,0.0871,0.5545
US-MN,2021-08,0.083,0.0413,0.1728,0.7029
US-MO,2021-08,0.0218,0.2136,0.0221,0.7425
US-MS,2021-08,0.7433,0,0.2567,0
US-MT,2021-08,0.0025,0.77,0.0033,0.2243
US-NC,2021-08,0.0988,0.2695,0.6208,0.0109
US-ND,2021-08,0.0001,0.1162,0,0.8837
US-NE,2021-08,0.0107,0.1032,0.0088,0.8773
US-NH,2021-08,0.5189,0.3672,0.0025,0.1113
US-NJ,2021-08,0.3061,0,0.69,0.0039
US-NM,2021-08,0.0024,0.013,0.2005,0.784
US-NV,2021-08,0.0044,0.1928,0.7786,0.0243
US-NY,2021-08,0.0577,0.8305,0.0383,0.0735
US-OH,2021-08,0.1734,0.163,0.328,0.3356
US-OK,2021-08,0.0099,0.0721,0.0028,0.9151
US-OR,2021-08,0.0289,0.5977,0.0498,0.3236
US-PA,2021-08,0.3096,0.377,0.0475,0.2659
US-RI,2021-08,0.3542,0.0059,0.5504,0.0895
US-SC,2021-08,0.3701,0.1864,0.4435,0
US-SD,2021-08,0.0016,0.3229,0.0002,0.6753
US-TN,2021-08,0.0693,0.889,0.0395,0.0022
US-TX,2021-08,0.0167,0.0094,0.1809,0.793
US-UT,2021-08,0.014,0.0887,0.7587,0.1386
US-VA,2021-08,0.4893,0,0.5078,0.0028
US-VT,2021-08,0.3155,0.4139,0.142,0.1286
US-WA,2021-08,0.0218,0.8675,0.0009,0.1098
US-WI,2021-08,0.2406,0.473,0.1084,0.178
US-WV,2021-08,0.0044,0.676,0,0.3195
US-WY,2021-08,0,0.123,0.0317,0.8453
CA-AB,2021-09,0.3453,0.1784,0.027,0.4493
CA-BC,2021-09,0.0107,0.9581,0.0001,0.0311
CA-MB,2021-09,0.0004,0.9525,0.0001,0.047
CA-NB,2021-09,0.1113,0.6466,0,0.2421
CA-NL,2021-09,0.0021,0.9938,0,0.0042
CA-NS,2021-09,0.2651,0.1885,0,0.5464
CA-NT,2021-09,0.1345,0.8175,0.001,0.0469
CA-NU,2021-09,1,0,0,0
CA-ON,2021-09,0.0194,0.6573,0.0725,0.2508
CA-PE,2021-09,0.0004,0,0.0012,0.9983
CA-QC,2021-09,0.0011,0.941,0,0.0579
CA-SK,2021-09,0.3162,0.5266,0.0003,0.1569
CA-YT,2021-09,0.004,0.9944,0.0016,0
US-AK,2021-09,0.0214,0.8768,0,0.1019
US-AL,2021-09,0.2146,0.7194,0.066,0
US-AR,2021-09,0.2333,0.6421,0.1246,0
US-AZ,2021-09,0.0161,0.3741,0.5232,0.0865
US-CA,2021-09,0.0701,0.2394,0.4997,0.1908
US-CO,2021-09,0.0079,0.0865,0.1168,0.7889
US-CT,2021-09,0.5094,0.27,0.2134,0.0072
US-DC,2021-09,0.7005,0,0.2995,0
US-DE,2021-09,0.4798,0,0.4873,0.0329
US-FL,2021-09,0.3044,0.0195,0.6761,0
US-GA,2021-09,0.414,0.1676,0.4184,0
US-HI,2021-09,0.1763,0.0543,0.3236,0.4458
US-IA,2021-09,0.0062,0.0213,0.0082,0.9643
US-ID,2021-09,0.0465,0.6948,0.0667,0.192
US-IL,2021-09,0.019,0.0058,0.0501,0.9251
US-IN,2021-09,0.042,0.0344,0.0802,0.8434
US-KS,2021-09,0.0024,0.0011,0.0026,0.9939
US-KY,2021-09,0.0819,0.9077,0.0103,0
US-LA,2021-09,0.7121,0.2343,0.0537,0
US-MA,2021-09,0.2774,0.1373,0.5295,0.0558
US-MD,2021-09,0.0902,0.5947,0.1985,0.1166
US-ME,2021-09,0.3081,0.3201,0.036,0.3358
US-MI,2021-09,0.2221,0.0023,0.0473,0.7283
US-MN,2021-09,0.0831,0.0324,0.1397,0.7448
US-MO,2021-09,0.0198,0.155,0.0203,0.8049
US-MS,2021-09,0.7549,0,0.2451,0
US-MT,2021-09,0.003,0.7083,0.0035,0.2851
US-NC,2021-09,0.0992,0.3123,0.5699,0.0186
US-ND,2021-09,0.0001,0.0884,0,0.9115
US-NE,2021-09,0.0095,0.0846,0.0073,0.8986
US-NH,2021-09,0.4228,0.3721,0.0019,0.2032
US-NJ,2021-09,0.3243,0,0.6681,0.0076
US-NM,2021-09,0.0019,0.0087,0.157,0.8324
US-NV,2021-09,0.0048,0.1763,0.7906,0.0283
US-NY,2021-09,0.0558,0.7887,0.0388,0.1167
US-OH,2021-09,0.1113,0.1017,0.2129,0.574
US-OK,2021-09,0.0104,0.0473,0.0028,0.9395
US-OR,2021-09,0.0374,0.7062,0.0578,0.1986
US-PA,2021-09,0.2375,0.2896,0.0359,0.4369
US-RI,2021-09,0.3689,0.0059,0.4923,0.133
US-SC,2021-09,0.3053,0.2958,0.3989,0
US-SD,2021-09,0.0018,0.2913,0.0002,0.7067
US-TN,2021-09,0.0815,0.8744,0.0413,0.0028
US-TX,2021-09,0.0166,0.0065,0.1912,0.7856
US-UT,2021-09,0.0144,0.0744,0.7848,0.1264
US-VA,2021-09,0.3901,0.0221,0.5828,0.005
US-VT,2021-09,0.1863,0.5101,0.1248,0.1787
US-WA,2021-09,0.0307,0.8238,0.001,0.1445
US-WI,2021-09,0.1753,0.3914,0.1202,0.313
US-WV,2021-09,0.0028,0.5742,0,0.4229
US-WY,2021-09,0,0.1023,0.0318,0.8659
CA-AB,2021-10,0.358,0.1036,0.0231,0.5153
CA-BC,2021-10,0.0089,0.9615,0.0001,0.0296
CA-MB,2021-10,0.0005,0.945,0,0.0545
CA-NB,2021-10,0.1365,0.7362,0,0.1273
CA-NL,2021-10,0.0037,0.9937,0,0.0026
CA-NS,2021-10,0.3262,0.1719,0,0.5019
CA-NT,2021-10,0.1308,0.7985,0.0001,0.0706
CA-NU,2021-10,1,0,0,0
CA-ON,2021-10,0.0252,0.6995,0.0388,0.2365
CA-PE,2021-10,0.0022,0,0.001,0.9968
CA-QC,2021-10,0.001,0.9514,0,0.0477
CA-SK,2021-10,0.3577,0.4539,0.0041,0.1843
CA-YT,2021-10,0.0054,0.9938,0.0008,0
US-AK,2021-10,0.0299,0.8706,0,0.0995
US-AL,2021-10,0.2303,0.7267,0.043,0
US-AR,2021-10,0.2147,0.6773,0.108,0
US-AZ,2021-10,0.0142,0.3294,0.54,0.1165
US-CA,2021-10,0.0827,0.2274,0.5127,0.1773
US-CO,2021-10,0.0091,0.0617,0.0858,0.8434
US-CT,2021-10,0.4752,0.3217,0.1945,0.0086
US-DC,2021-10,0.7443,0,0.2557,0
US-DE,2021-10,0.5532,0,0.4004,0.0465
US-FL,2021-10,0.2835,0.0191,0.6974,0
US-GA,2021-10,0.3772,0.3141,0.3087,0
US-HI,2021-10,0.1698,0.0698,0.3081,0.4523
US-IA,2021-10,0.0052,0.0205,0.0037,0.9705
US-ID,2021-10,0.0553,0.6253,0.041,0.2785
US-IL,2021-10,0.0175,0.0059,0.029,0.9476
US-IN,2021-10,0.0466,0.0428,0.0535,0.8571
US-KS,2021-10,0.0021,0.0007,0.002,0.9953
US-KY,2021-10,0.0872,0.9043,0.0085,0
US-LA,2021-10,0.6959,0.255,0.0491,0
US-MA,2021-10,0.3313,0.1516,0.4348,0.0823
US-MD,2021-10,0.1026,0.5795,0.1642,0.1537
US-ME,2021-10,0.2866,0.3579,0.0266,0.3289
US-MI,2021-10,0.2279,0.0335,0.0295,0.7091
US-MN,2021-10,0.08,0.0343,0.0974,0.7884
US-MO,2021-10,0.0101,0.1433,0.0133,0.8333
US-MS,2021-10,0.7082,0,0.2918,0
US-MT,2021-10,0.0029,0.6328,0.0023,0.362
US-NC,2021-10,0.1092,0.3236,0.5365,0.0307
US-ND,2021-10,0.0001,0.0772,0,0.9227
US-NE,2021-10,0.007,0.0787,0.004,0.9103
US-NH,2021-10,0.3592,0.4264,0.0015,0.2129
US-NJ,2021-10,0.3756,0,0.6127,0.0117
US-NM,2021-10,0.002,0.0073,0.1491,0.8417
US-NV,2021-10,0.006,0.1904,0.7649,0.0387
US-NY,2021-10,0.0518,0.8003,0.03,0.1179
US-OH,2021-10,0.1504,0.1279,0.1548,0.5669
US-OK,2021-10,0.0102,0.0523,0.0021,0.9354
US-OR,2021-10,0.0302,0.6764,0.0336,0.2598
US-PA,2021-10,0.2208,0.3258,0.0228,0.4306
US-RI,2021-10,0.3978,0.0089,0.394,0.1994
US-SC,2021-10,0.3,0.3365,0.3634,0
US-SD,2021-10,0.0017,0.2862,0.0001,0.712
US-TN,2021-10,0.083,0.8794,0.0345,0.0031
US-TX,2021-10,0.0095,0.0062,0.1371,0.8473
US-UT,2021-10,0.0198,0.0885,0.7041,0.1876
US-VA,2021-10,0.43,0.0088,0.5534,0.0078
US-VT,2021-10,0.2866,0.461,0.0672,0.1852
US-WA,2021-10,0.0271,0.8234,0.0007,0.1488
US-WI,2021-10,0.1996,0.432,0.072,0.2964
US-WV,2021-10,0.0028,0.5109,0,0.4863
US-WY,2021-10,0,0.058,0.0146,0.9274
CA-AB,2021-11,0.3099,0.0849,0.0106,0.5946
CA-BC,2021-11,0.0071,0.9599,0,0.0329
CA-MB,2021-11,0.0004,0.9451,0,0.0544
CA-NB,2021-11,0.1122,0.7496,0,0.1382
CA-NL,2021-11,0.004,0.9936,0,0.0024
CA-NS,2021-11,0.2474,0.2481,0,0.5045
CA-NT,2021-11,0.0767,0.8769,0,0.0464
CA-NU,2021-11,1,0,0,0
CA-ON,2021-11,0.0309,0.6365,0.0318,0.3007
CA-PE,2021-11,0.0018,0,0.0004,0.9978
CA-QC,2021-11,0.0008,0.9381,0,0.0611
CA-SK,2021-11,0.3467,0.448,0.0028,0.2025
CA-YT,2021-11,0.0209,0.9789,0.0002,0
US-AK,2021-11,0.0263,0.9226,0,0.0511
US-AL,2021-11,0.204,0.7528,0.0432,0
US-AR,2021-11,0.2525,0.642,0.1055,0
US-AZ,2021-11,0.0192,0.4358,0.4338,0.1112
US-CA,2021-11,0.1072,0.1996,0.5522,0.141
US-CO,2021-11,0.0091,0.0533,0.0831,0.8545
US-CT,2021-11,0.4855,0.3507,0.1557,0.0081
US-DC,2021-11,0.7731,0,0.2269,0
US-DE,2021-11,0.5704,0,0.3836,0.0459
US-FL,2021-11,0.306,0.0232,0.6708,0
US-GA,2021-11,0.4296,0.2012,0.3692,0
US-HI,2021-11,0.2308,0.0675,0.362,0.3396
US-IA,2021-11,0.0039,0.0194,0.0027,0.974
US-ID,2021-11,0.0528,0.6511,0.0295,0.2666
US-IL,2021-11,0.0113,0.0041,0.0262,0.9585
US-IN,2021-11,0.0332,0.0326,0.0307,0.9034
US-KS,2021-11,0.0023,0.0006,0.0014,0.9956
US-KY,2021-11,0.0807,0.9119,0.0074,0
US-LA,2021-11,0.7282,0.2293,0.0425,0
US-MA,2021-11,0.2674,0.2916,0.3678,0.0733
US-MD,2021-11,0.0819,0.6356,0.1295,0.1529
US-ME,2021-11,0.2447,0.3659,0.0252,0.3642
US-MI,2021-11,0.1592,0.0593,0.0162,0.7652
US-MN,2021-11,0.0691,0.0335,0.0511,0.8463
US-MO,2021-11,0.0116,0.143,0.0107,0.8348
US-MS,2021-11,0.7606,0,0.2394,0
US-MT,2021-11,0.0025,0.5601,0.0012,0.4362
US-NC,2021-11,0.1169,0.3377,0.5064,0.0389
US-ND,2021-11,0.0001,0.0947,0,0.9052
US-NE,2021-11,0.0077,0.0826,0.0027,0.9069
US-NH,2021-11,0.3438,0.4457,0.001,0.2095
US-NJ,2021-11,0.3797,0,0.6062,0.0141
US-NM,2021-11,0.0016,0.0065,0.0879,0.904
US-NV,2021-11,0.0073,0.1362,0.8196,0.037
US-NY,2021-11,0.0439,0.7964,0.0273,0.1324
US-OH,2021-11,0.1131,0.1035,0.108,0.6753
US-OK,2021-11,0.0098,0.045,0.0016,0.9436
US-OR,2021-11,0.0286,0.7946,0.0186,0.1582
US-PA,2021-11,0.1805,0.3234,0.0197,0.4764
US-RI,2021-11,0.3385,0.0089,0.3479,0.3048
US-SC,2021-11,0.3209,0.3536,0.3255,0
US-SD,2021-11,0.0015,0.3052,0.0001,0.6932
US-TN,2021-11,0.0642,0.9074,0.0255,0.0029
US-TX,2021-11,0.0099,0.0057,0.1138,0.8706
US-UT,2021-11,0.0221,0.1055,0.6777,0.1947
US-VA,2021-11,0.469,0.1015,0.4215,0.0081
US-VT,2021-11,0.1423,0.6224,0.0508,0.1846
US-WA,2021-11,0.0179,0.8421,0.0003,0.1397
US-WI,2021-11,0.1943,0.3481,0.0581,0.3996
US-WV,2021-11,0.0028,0.5357,0,0.4615
US-WY,2021-11,0,0.0422,0.0076,0.9503
CA-AB,2021-12,0.4154,0.1088,0.0074,0.4683
CA-BC,2021-12,0.0054,0.9719,0,0.0226
CA-MB,2021-12,0.0004,0.9615,0,0.0381
CA-NB,2021-12,0.1542,0.6789,0,0.167
CA-NL,2021-12,0.0037,0.9938,0,0.0025
CA-NS,2021-12,0.2176,0.3712,0,0.4113
CA-NT,2021-12,0.076,0.8988,0,0.0252
CA-NU,2021-12,1,0,0,0
CA-ON,2021-12,0.0296,0.6476,0.0134,0.3093
CA-PE,2021-12,0.0007,0,0.0003,0.999
CA-QC,2021-12,0.0007,0.9489,0,0.0503
CA-SK,2021-12,0.3368,0.4713,0.0016,0.1903
CA-YT,2021-12,0.0276,0.9724,0,0
US-AK,2021-12,0.0165,0.9113,0,0.0722
US-AL,2021-12,0.1873,0.7869,0.0258,0
US-AR,2021-12,0.2372,0.6969,0.0659,0
US-AZ,2021-12,0.0205,0.4648,0.3453,0.1694
US-CA,2021-12,0.124,0.2457,0.4215,0.2087
US-CO,2021-12,0.0077,0.0479,0.0618,0.8827
US-CT,2021-12,0.5158,0.3726,0.102,0.0095
US-DC,2021-12,0.8187,0,0.1813,0
US-DE,2021-12,0.6744,0,0.2814,0.0441
US-FL,2021-12,0.364,0.0147,0.6213,0
US-GA,2021-12,0.4702,0.2585,0.2713,0
US-HI,2021-12,0.1782,0.0974,0.2242,0.5002
US-IA,2021-12,0.0041,0.0247,0.0024,0.9687
US-ID,2021-12,0.0531,0.6423,0.0174,0.2872
US-IL,2021-12,0.0128,0.0046,0.0212,0.9615
US-IN,2021-12,0.0351,0.0318,0.0496,0.8834
US-KS,2021-12,0.0018,0.001,0.001,0.9962
US-KY,2021-12,0.0742,0.9218,0.0039,0
US-LA,2021-12,0.7353,0.2372,0.0275,0
US-MA,2021-12,0.3776,0.2926,0.2536,0.0762
US-MD,2021-12,0.134,0.488,0.1306,0.2474
US-ME,2021-12,0.2343,0.3529,0.0114,0.4013
US-MI,2021-12,0.1556,0.0515,0.0161,0.7768
US-MN,2021-12,0.064,0.041,0.0314,0.8636
US-MO,2021-12,0.0105,0.159,0.0073,0.8233
US-MS,2021-12,0.8626,0,0.1374,0
US-MT,2021-12,0.0028,0.6052,0.0007,0.3914
US-NC,2021-12,0.1532,0.3102,0.4938,0.0428
US-ND,2021-12,0.0001,0.1223,0,0.8776
US-NE,2021-12,0.0061,0.0905,0.0018,0.9016
US-NH,2021-12,0.3389,0.4299,0.0005,0.2306
US-NJ,2021-12,0.4309,0,0.5574,0.0117
US-NM,2021-12,0.0014,0.0048,0.0553,0.9385
US-NV,2021-12,0.0095,0.1219,0.7714,0.0971
US-NY,2021-12,0.0481,0.7807,0.0173,0.1539
US-OH,2021-12,0.1146,0.1089,0.0618,0.7147
US-OK,2021-12,0.0091,0.0443,0.0012,0.9453
US-OR,2021-12,0.0194,0.8188,0.0088,0.153
US-PA,2021-12,0.1812,0.2781,0.0135,0.5272
US-RI,2021-12,0.4555,0.0095,0.1823,0.3528
US-SC,2021-12,0.4768,0.2018,0.3214,0
US-SD,2021-12,0.0014,0.3656,0.0001,0.633
US-TN,2021-12,0.0541,0.9311,0.0123,0.0025
US-TX,2021-12,0.009,0.0056,0.092,0.8934
US-UT,2021-12,0.0238,0.1074,0.5007,0.3681
US-VA,2021-12,0.6282,0.0137,0.3494,0.0087
US-VT,2021-12,0.245,0.5507,0.0218,0.1825
US-WA,2021-12,0.0131,0.8883,0.0001,0.0985
US-WI,2021-12,0.2147,0.38,0.0291,0.3762
US-WV,2021-12,0.003,0.3364,0,0.6606
US-WY,2021-12,0,0.0356,0.0044,0.96
CA-AB,2022-01,0.2986,0.1012,0.0098,0.5903
CA-BC,2022-01,0.0051,0.9706,0,0.0242
CA-MB,2022-01,0.0004,0.9583,0,0.0413
CA-NB,2022-01,0.2671,0.5325,0,0.2004
CA-NL,2022-01,0.0036,0.9925,0,0.0039
CA-NS,2022-01,0.1952,0.4479,0,0.3569
CA-NT,2022-01,0.0972,0.8623,0,0.0404
CA-NU,2022-01,1,0,0,0
CA-ON,2022-01,0.0378,0.6512,0.0178,0.2933
CA-PE,2022-01,0.0007,0,0.0003,0.999
CA-QC,2022-01,0.0005,0.9558,0,0.0436
CA-SK,2022-01,0.2738,0.5311,0.0022,0.1929
CA-YT,2022-01,0.0199,0.9801,0,0
US-AK,2022-01,0.0203,0.9545,0,0.0252
US-AL,2022-01,0.183,0.7811,0.0359,0
US-AR,2022-01,0.2693,0.5692,0.1615,0
US-AZ,2022-01,0.0181,0.4865,0.3935,0.1019
US-CA,2022-01,0.1133,0.2496,0.49,0.147
US-CO,2022-01,0.0085,0.0685,0.0756,0.8474
US-CT,2022-01,0.5469,0.2994,0.1414,0.0124
US-DC,2022-01,0.8006,0,0.1994,0
US-DE,2022-01,0.6438,0,0.2941,0.0621
US-FL,2022-01,0.2852,0.0189,0.6959,0
US-GA,2022-01,0.3991,0.2439,0.357,0
US-HI,2022-01,0.2736,0.0807,0.4088,0.2368
US-IA,2022-01,0.0039,0.02,0.0024,0.9737
US-ID,2022-01,0.0385,0.7379,0.02,0.2036
US-IL,2022-01,0.0118,0.0037,0.0273,0.9572
US-IN,2022-01,0.0329,0.0285,0.042,0.8966
US-KS,2022-01,0.002,0.0009,0.0013,0.9959
US-KY,2022-01,0.0969,0.8983,0.0048,0
US-LA,2022-01,0.7744,0.1816,0.0439,0
US-MA,2022-01,0.2783,0.1655,0.5073,0.0489
US-MD,2022-01,0.1019,0.5523,0.1287,0.217
US-ME,2022-01,0.2597,0.3163,0.0135,0.4105
US-MI,2022-01,0.1543,0.0643,0.0263,0.7551
US-MN,2022-01,0.0548,0.0498,0.0442,0.8512
US-MO,2022-01,0.0097,0.14,0.0092,0.8411
US-MS,2022-01,0.7956,0,0.2044,0
US-MT,2022-01,0.0014,0.6365,0.0007,0.3613
US-NC,2022-01,0.1172,0.368,0.4671,0.0477
US-ND,2022-01,0,0.103,0,0.897
US-NE,2022-01,0.0073,0.0886,0.0026,0.9015
US-NH,2022-01,0.349,0.4302,0.0006,0.2202
US-NJ,2022-01,0.4123,0,0.5704,0.0173
US-NM,2022-01,0.001,0.007,0.0747,0.9173
US-NV,2022-01,0.007,0.1296,0.8194,0.0439
US-NY,2022-01,0.0532,0.7998,0.0262,0.1208
US-OH,2022-01,0.1134,0.0971,0.0869,0.7027
US-OK,2022-01,0.0101,0.0259,0.0016,0.9624
US-OR,2022-01,0.0228,0.8803,0.0157,0.0812
US-PA,2022-01,0.2065,0.2674,0.0193,0.5067
US-RI,2022-01,0.4004,0.0138,0.16,0.4257
US-SC,2022-01,0.4107,0.2636,0.3257,0
US-SD,2022-01,0.0018,0.3206,0.0001,0.6775
US-TN,2022-01,0.0456,0.9298,0.0232,0.0014
US-TX,2022-01,0.012,0.0029,0.1276,0.8575
US-UT,2022-01,0.0194,0.1543,0.6475,0.1788
US-VA,2022-01,0.6121,0.0152,0.3623,0.0104
US-VT,2022-01,0.3018,0.4742,0.0189,0.2051
US-WA,2022-01,0.012,0.9288,0.0002,0.059
US-WI,2022-01,0.2077,0.336,0.0729,0.3835
US-WV,2022-01,0.0028,0.4583,0,0.5389
US-WY,2022-01,0,0.0495,0.0076,0.9429
CA-AB,2022-02,0.3199,0.1136,0.0158,0.5507
CA-BC,2022-02,0.0059,0.9685,0,0.0256
CA-MB,2022-02,0.0003,0.9619,0,0.0378
CA-NB,2022-02,0.1895,0.5782,0,0.2323
CA-NL,2022-02,0.0038,0.9914,0,0.0048
CA-NS,2022-02,0.192,0.3947,0,0.4133
CA-NT,2022-02,0.1018,0.8631,0,0.035
CA-NU,2022-02,1,0,0,0
CA-ON,2022-02,0.0293,0.6167,0.0261,0.3279
CA-PE,2022-02,0.0006,0,0.0005,0.9989
CA-QC,2022-02,0.0006,0.949,0,0.0504
CA-SK,2022-02,0.2556,0.5558,0.0029,0.1857
CA-YT,2022-02,0.0087,0.991,0.0004,0
US-AK,2022-02,0.0227,0.93,0,0.0473
US-AL,2022-02,0.2029,0.754,0.0431,0
US-AR,2022-02,0.2323,0.637,0.1307,0
US-AZ,2022-02,0.0146,0.396,0.4471,0.1422
US-CA,2022-02,0.0892,0.2434,0.5019,0.1655
US-CO,2022-02,0.0085,0.0699,0.1016,0.8201
US-CT,2022-02,0.5402,0.2609,0.1876,0.0114
US-DC,2022-02,0.7524,0,0.2476,0
US-DE,2022-02,0.5788,0,0.3739,0.0473
US-FL,2022-02,0.2766,0.0211,0.7023,0
US-GA,2022-02,0.3877,0.204,0.4083,0
US-HI,2022-02,0.2049,0.069,0.3934,0.3328
US-IA,2022-02,0.004,0.0183,0.0037,0.974
US-ID,2022-02,0.0434,0.6698,0.0369,0.2499
US-IL,2022-02,0.0115,0.0029,0.0306,0.955
US-IN,2022-02,0.0286,0.0216,0.0523,0.8975
US-KS,2022-02,0.0018,0.0007,0.0018,0.9957
