subdivision,period,Bioenergy,Coal,Gas,Hydro,Nuclear,Other Fossil,Other Renewables,Solar,Wind
US-IA,2022-02,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2022-02,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2022-02,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2022-02,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2022-02,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2022-02,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2022-02,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2022-02,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2022-02,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2022-02,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2022-02,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2022-02,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2022-02,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2022-02,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2022-02,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2022-02,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2022-02,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2022-02,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2022-02,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2022-02,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2022-02,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2022-02,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2022-02,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2022-02,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2022-02,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2022-02,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2022-02,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2022-02,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2022-02,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2022-02,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2022-02,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2022-02,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2022-02,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2022-02,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2022-02,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2022-02,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2022-02,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2022-02,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2022-02,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2022-03,0.0634,0.1839,0.5771,0.0243,0,0.0413,0.001,0.0063,0.1028
CA-BC,2022-03,0.0057,0.0166,0.0521,0.8982,0,0.0037,0.0001,0.0001,0.0235
CA-MB,2022-03,0.0003,0.0008,0.0027,0.9599,0,0.0002,0,0,0.0361
CA-NB,2022-03,0.0273,0.0792,0.2486,0.1858,0.3947,0.0178,0.0004,0,0.0462
CA-NL,2022-03,0.0031,0.009,0.0284,0.953,0,0.002,0,0,0.0044
CA-NS,2022-03,0.0521,0.1512,0.4745,0.1385,0,0.0339,0.0008,0,0.149
CA-NT,2022-03,0.0437,0.1268,0.3981,0.382,0,0.0285,0.0007,0.0002,0.02
CA-NU,2022-03,0.0731,0.2122,0.6659,0,0,0.0476,0.0011,0,0
CA-ON,2022-03,0.0081,0.0235,0.0739,0.2519,0.5105,0.0053,0.0001,0.0141,0.1126
CA-PE,2022-03,0.0005,0.0015,0.0049,0,0,0.0003,0,0.001,0.9917
CA-QC,2022-03,0.0006,0.0018,0.0056,0.9369,0,0.0004,0,0.0001,0.0547
CA-SK,2022-03,0.0593,0.1719,0.5396,0.1414,0,0.0386,0.0009,0.0008,0.0475
CA-YT,2022-03,0.0052,0.0151,0.0473,0.9274,0,0.0034,0.0001,0.0015,0
US-AK,2022-03,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2022-03,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2022-03,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2022-03,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2022-03,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2022-03,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2022-03,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2022-03,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2022-03,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2022-03,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2022-03,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2022-03,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2022-03,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2022-03,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2022-03,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2022-03,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2022-03,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2022-03,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2022-03,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2022-03,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2022-03,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2022-03,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2022-03,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2022-03,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2022-03,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2022-03,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2022-03,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2022-03,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2022-03,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2022-03,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2022-03,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2022-03,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2022-03,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2022-03,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2022-03,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2022-03,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2022-03,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2022-03,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2022-03,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2022-03,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2022-03,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2022-03,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2022-03,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2022-03,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2022-03,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2022-03,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2022-03,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2022-03,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2022-03,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2022-03,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2022-04,0.0628,0.182,0.5713,0.0285,0,0.0419,0.001,0.0079,0.1047
CA-BC,2022-04,0.006,0.0173,0.0542,0.9007,0,0.004,0.0001,0.0001,0.0178
CA-MB,2022-04,0.0003,0.0009,0.0029,0.9616,0,0.0002,0,0,0.0341
CA-NB,2022-04,0.0277,0.0804,0.2523,0.4538,0.1163,0.0185,0.0004,0,0.0506
CA-NL,2022-04,0.0027,0.0078,0.0244,0.9578,0,0.0018,0,0,0.0054
CA-NS,2022-04,0.0457,0.1323,0.4154,0.1709,0,0.0304,0.0007,0,0.2045
CA-NT,2022-04,0.0467,0.1352,0.4246,0.3377,0,0.0311,0.0007,0.0007,0.0232
CA-NU,2022-04,0.0731,0.2118,0.6651,0,0,0.0488,0.0012,0,0
CA-ON,2022-04,0.0041,0.0119,0.0375,0.2737,0.5476,0.0027,0.0001,0.0201,0.1022
CA-PE,2022-04,0.0007,0.0021,0.0065,0,0,0.0005,0,0.001,0.9892
CA-QC,2022-04,0.0006,0.0018,0.0057,0.927,0,0.0004,0,0.0001,0.0642
CA-SK,2022-04,0.0567,0.1643,0.5157,0.1786,0,0.0378,0.0009,0.001,0.045
CA-YT,2022-04,0.0043,0.0124,0.039,0.9381,0,0.0029,0.0001,0.0033,0
US-AK,2022-04,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2022-04,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2022-04,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2022-04,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2022-04,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2022-04,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2022-04,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2022-04,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2022-04,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2022-04,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2022-04,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2022-04,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2022-04,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2022-04,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2022-04,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2022-04,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2022-04,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2022-04,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2022-04,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2022-04,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2022-04,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2022-04,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2022-04,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2022-04,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2022-04,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2022-04,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2022-04,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2022-04,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2022-04,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2022-04,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2022-04,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2022-04,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2022-04,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2022-04,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2022-04,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2022-04,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2022-04,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2022-04,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2022-04,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2022-04,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2022-04,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2022-04,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2022-04,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2022-04,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2022-04,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2022-04,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2022-04,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2022-04,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2022-04,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2022-04,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2022-05,0.0619,0.1789,0.5634,0.031,0,0.041,0.0009,0.0111,0.1119
CA-BC,2022-05,0.0046,0.0133,0.042,0.9192,0,0.0031,0.0001,0.0001,0.0176
CA-MB,2022-05,0.0002,0.0006,0.0018,0.971,0,0.0001,0,0,0.0262
CA-NB,2022-05,0.0214,0.0617,0.1945,0.6499,0,0.0141,0.0003,0,0.0581
CA-NL,2022-05,0.002,0.0058,0.0184,0.9696,0,0.0013,0,0,0.0028
CA-NS,2022-05,0.0459,0.1328,0.4182,0.2016,0,0.0304,0.0007,0,0.1704
CA-NT,2022-05,0.0468,0.1352,0.4259,0.3379,0,0.031,0.0007,0.0007,0.0218
CA-NU,2022-05,0.0732,0.2114,0.6659,0,0,0.0484,0.0011,0,0
CA-ON,2022-05,0.0066,0.019,0.0597,0.3216,0.4824,0.0043,0.0001,0.0228,0.0835
CA-PE,2022-05,0.0009,0.0026,0.0083,0,0,0.0006,0,0.0019,0.9856
CA-QC,2022-05,0.0007,0.0021,0.0066,0.9398,0,0.0005,0,0.0001,0.0501
CA-SK,2022-05,0.0583,0.1686,0.5311,0.1208,0,0.0386,0.0009,0.0012,0.0805
CA-YT,2022-05,0.0033,0.0094,0.0298,0.9518,0,0.0022,0,0.0035,0
US-AK,2022-05,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2022-05,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2022-05,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2022-05,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2022-05,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2022-05,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2022-05,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2022-05,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2022-05,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2022-05,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2022-05,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2022-05,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2022-05,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2022-05,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2022-05,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2022-05,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2022-05,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2022-05,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2022-05,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2022-05,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2022-05,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2022-05,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2022-05,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2022-05,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2022-05,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2022-05,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2022-05,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2022-05,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2022-05,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2022-05,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2022-05,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2022-05,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2022-05,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2022-05,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2022-05,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2022-05,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2022-05,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2022-05,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2022-05,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2022-05,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2022-05,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2022-05,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2022-05,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2022-05,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2022-05,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2022-05,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2022-05,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2022-05,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2022-05,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2022-05,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2022-06,0.0614,0.1784,0.56,0.0394,0,0.0412,0,0.0131,0.1066
CA-BC,2022-06,0.0046,0.0133,0.0417,0.9189,0,0.0031,0,0.0001,0.0183
CA-MB,2022-06,0.0002,0.0005,0.0014,0.978,0,0.0001,0,0,0.0199
CA-NB,2022-06,0.0142,0.0413,0.1297,0.7489,0,0.0096,0,0,0.0563
CA-NL,2022-06,0.0013,0.0037,0.0117,0.98,0,0.0009,0,0,0.0025
CA-NS,2022-06,0.0597,0.1734,0.5444,0.0476,0,0.0401,0,0,0.1348
CA-NT,2022-06,0.0468,0.1361,0.4272,0.3405,0,0.0315,0,0.0007,0.0174
CA-NU,2022-06,0.073,0.2121,0.6659,0,0,0.049,0,0,0
CA-ON,2022-06,0.0065,0.0188,0.0589,0.2723,0.5464,0.0043,0,0.0223,0.0705
CA-PE,2022-06,0.0014,0.0041,0.0127,0,0,0.0009,0,0.0023,0.9786
CA-QC,2022-06,0.0008,0.0022,0.007,0.9465,0,0.0005,0,0.0001,0.0429
CA-SK,2022-06,0.0566,0.1644,0.5162,0.1467,0,0.038,0,0.0014,0.0766
CA-YT,2022-06,0.0028,0.0081,0.0255,0.9584,0,0.0019,0,0.0033,0
US-AK,2022-06,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2022-06,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2022-06,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2022-06,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2022-06,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2022-06,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2022-06,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2022-06,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2022-06,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2022-06,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2022-06,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2022-06,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2022-06,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2022-06,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2022-06,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2022-06,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2022-06,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2022-06,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2022-06,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2022-06,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2022-06,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2022-06,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2022-06,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2022-06,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2022-06,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2022-06,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2022-06,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2022-06,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2022-06,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2022-06,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2022-06,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2022-06,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2022-06,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2022-06,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2022-06,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2022-06,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2022-06,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2022-06,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2022-06,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2022-06,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2022-06,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2022-06,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2022-06,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
